0.200000	0.000179	0.000090	0.000638	0.000348	0.000641	0.000452	0.009769	0.022555
0.400000	0.000363	0.000185	0.001296	0.000692	0.001283	0.000910	0.009513	0.025761
0.600000	0.000551	0.000283	0.001897	0.000996	0.001948	0.001302	0.009996	0.022843
0.800000	0.000727	0.000390	0.002498	0.001485	0.002639	0.001815	0.011934	0.022297
1.000000	0.000923	0.000464	0.003208	0.001766	0.003222	0.002259	0.010927	0.027654
1.200000	0.001056	0.000537	0.003710	0.002086	0.004002	0.002834	0.012016	0.015129
1.400000	0.001272	0.000689	0.004340	0.002450	0.004563	0.003294	0.011822	0.013269
1.600000	0.001406	0.000706	0.004952	0.002692	0.005263	0.003530	0.014468	0.020995
1.800000	0.001601	0.000803	0.005543	0.002943	0.006014	0.004232	0.014981	0.023189
2.000000	0.001820	0.000911	0.006145	0.003351	0.006707	0.004636	0.016066	0.017800
2.200000	0.001935	0.001011	0.006694	0.003467	0.007201	0.004889	0.018270	0.028819
2.400000	0.002204	0.001112	0.007440	0.004238	0.008083	0.005945	0.018664	0.018817
2.600000	0.002311	0.001243	0.007947	0.004556	0.009039	0.006434	0.020620	0.019027
2.800000	0.002524	0.001319	0.008287	0.004621	0.009529	0.006335	0.022959	0.028570
3.000000	0.002553	0.001271	0.008712	0.004806	0.009930	0.006432	0.022614	0.019304
